timestamp,h4_trend,h1_setup,signal,atr,status,blocked_by
2026-02-26T16:51:36.906956+00:00,bearish,pullback,sell,529,executed,
2026-02-26T16:51:36.950905+00:00,SELL,0,,,,True,none,66650.18,
2026-02-26T16:52:39.094439+00:00,bearish,pullback,sell,529,executed,
2026-02-26T16:52:39.111546+00:00,SELL,0,,,,True,none,66682.73,
2026-02-26T16:53:39.159911+00:00,bearish,pullback,sell,529,executed,
2026-02-26T16:53:39.176392+00:00,SELL,0,,,,True,none,66639.61,
2026-02-26T16:54:39.217899+00:00,bearish,pullback,sell,529,executed,
2026-02-26T16:54:39.232208+00:00,SELL,0,,,,True,none,66660.03,
2026-02-26T16:55:39.269450+00:00,bearish,pullback,sell,529,executed,
2026-02-26T16:55:39.286739+00:00,SELL,0,,,,True,none,66644.43,
2026-02-26T16:56:39.329689+00:00,bearish,pullback,sell,529,executed,
2026-02-26T16:56:39.347124+00:00,SELL,0,,,,True,none,66705.79,
2026-02-26T16:57:39.389212+00:00,bearish,pullback,sell,529,executed,
2026-02-26T16:57:39.405773+00:00,SELL,0,,,,True,none,66675.87,
2026-02-26T16:58:39.518385+00:00,bearish,pullback,sell,529,executed,
2026-02-26T16:58:39.526006+00:00,SELL,0,,,,False,spread_filter,66562.50,
2026-02-26T16:59:39.569534+00:00,bearish,pullback,sell,529,executed,
2026-02-26T16:59:39.587825+00:00,SELL,0,,,,True,none,66662.28,
2026-02-27T05:00:29.713303+00:00,bullish,pullback,buy,621,executed,
2026-02-27T05:00:29.778160+00:00,BUY,0,,,,True,none,67758.51,
2026-02-27T05:01:31.750126+00:00,bullish,pullback,buy,621,executed,
2026-02-27T05:01:31.763863+00:00,BUY,0,,,,True,none,67798.68,
2026-02-27T05:02:31.815958+00:00,bullish,pullback,buy,621,executed,
2026-02-27T05:02:31.830361+00:00,BUY,0,,,,True,none,67805.83,
2026-02-27T05:03:31.900257+00:00,bullish,pullback,buy,621,executed,
2026-02-27T05:03:31.914530+00:00,BUY,0,,,,True,none,67838.73,
2026-02-27T05:04:31.966838+00:00,bullish,pullback,buy,621,executed,
2026-02-27T05:04:31.981515+00:00,BUY,0,,,,True,none,67835.59,
2026-02-27T05:05:32.025857+00:00,bullish,pullback,buy,621,executed,
2026-02-27T05:05:32.041181+00:00,BUY,0,,,,True,none,67842.82,
2026-02-27T05:06:32.087957+00:00,bullish,pullback,buy,621,executed,
2026-02-27T05:06:32.104830+00:00,BUY,0,,,,True,none,67847.18,
2026-02-27T05:07:32.144522+00:00,bullish,pullback,buy,621,executed,
2026-02-27T05:07:32.159436+00:00,BUY,0,,,,True,none,67843.34,
2026-02-27T05:08:32.204759+00:00,bullish,pullback,buy,621,executed,
2026-02-27T05:08:32.223415+00:00,BUY,0,,,,True,none,67829.86,
2026-02-27T05:09:32.267318+00:00,bullish,pullback,buy,621,executed,
2026-02-27T05:09:32.283871+00:00,BUY,0,,,,True,none,67791.12,
