timestamp,signal,reason,rf_signal,xgb_signal,lgb_signal,confidence,atr,ema_trend,price_momentum
2026-02-23T10:56:00.392633+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T10:57:00.603476+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T10:58:00.805122+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T10:59:01.008062+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T11:00:02.066157+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T11:01:02.274070+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T11:02:02.507860+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T11:03:02.696569+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T11:04:02.859789+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T11:05:03.039384+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T11:06:03.225698+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T11:07:03.516140+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T11:08:03.704195+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T11:09:03.897642+00:00,BUY,daily_limit,BUY,HOLD,BUY,61.5%,521.0,,0.62
2026-02-23T11:10:04.048220+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:11:04.253551+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:12:04.434610+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:13:04.631328+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:14:04.841034+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:15:05.084944+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:16:05.298702+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:17:05.498338+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:18:05.730940+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:19:05.949817+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:20:06.147677+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:21:06.347597+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:22:06.550395+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:23:06.746391+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:24:06.954609+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:25:07.147408+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:26:07.355294+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:27:07.549362+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:28:07.755400+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:29:07.953121+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:30:08.151699+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:31:08.349700+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T11:32:08.577943+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
