timestamp,open,high,low,close,volume,spread,real_volume
2026-01-09 22:10:00,90297.33,90340.86,90214.53,90273.42,1328,1500,0
2026-01-09 22:15:00,90273.42,90344.39,90217.68,90299.03,1317,1500,0
2026-01-09 22:20:00,90300.56,90461.96,90289.3,90367.62,1345,1500,0
2026-01-09 22:25:00,90367.67,90412.31,90307.05,90345.05,1316,1500,0
2026-01-09 22:30:00,90344.98,90453.27,90319.16,90431.23,1332,1500,0
2026-01-09 22:35:00,90431.51,90468.69,90359.34,90381.11,1320,1500,0
2026-01-09 22:40:00,90381.26,90387.38,90117.48,90143.78,1339,1500,0
2026-01-09 22:45:00,90137.96,90289.43,90137.85,90250.9,1307,1500,0
2026-01-09 22:50:00,90250.91,90273.38,90093.33,90180.22,1274,1500,0
2026-01-09 22:55:00,90180.22,90281.11,90126.97,90195.58,1288,1500,0
2026-01-09 23:00:00,90195.63,90245.02,90106.95,90160.69,1241,1500,0
2026-01-09 23:05:00,90152.74,90329.09,89997.27,90288.93,1293,1500,0
2026-01-09 23:10:00,90289.87,90303.36,90184.75,90216.66,1126,1500,0
2026-01-09 23:15:00,90218.27,90311.86,90181.3,90301.55,1275,1500,0
2026-01-09 23:20:00,90301.52,90350.95,90296.69,90332.79,1295,1500,0
2026-01-09 23:25:00,90332.43,90506.76,90329.98,90433.79,1301,1500,0
2026-01-09 23:30:00,90433.67,90510.73,90318.4,90334.85,1330,1500,0
2026-01-09 23:35:00,90334.77,90376.14,90278.23,90371.88,1315,1500,0
2026-01-09 23:40:00,90371.98,90372.24,90292.05,90323.54,1310,1500,0
2026-01-09 23:45:00,90324.33,90340.58,90272.51,90300.6,1281,1500,0
2026-01-09 23:50:00,90300.47,90399.24,90294.01,90386.55,1282,1500,0
2026-01-10 00:00:00,90419.13,90447.47,90376.96,90415.56,1069,1575,0
2026-01-10 00:05:00,90415.58,90452.07,90358.04,90451.86,1352,1575,0
2026-01-10 00:10:00,90451.86,90451.95,90219.64,90274.57,1339,1570,0
2026-01-10 00:15:00,90274.98,90351.02,90230.46,90303.98,1353,1570,0
2026-01-10 00:20:00,90303.67,90393.0,90269.09,90337.09,1326,1575,0
2026-01-10 00:25:00,90337.05,90494.94,90282.44,90473.83,1333,1575,0
2026-01-10 00:30:00,90475.69,90597.35,90429.63,90527.85,1347,1580,0
2026-01-10 00:35:00,90527.77,90553.01,90465.57,90481.82,1341,1580,0
2026-01-10 00:40:00,90481.77,90481.77,90405.61,90436.68,1342,1575,0
2026-01-10 00:45:00,90436.63,90513.45,90428.11,90513.45,1359,1575,0
2026-01-10 00:50:00,90512.69,90562.72,90444.65,90522.39,1360,1580,0
2026-01-10 00:55:00,90520.26,90533.62,90478.32,90500.54,1368,1580,0
2026-01-10 01:00:00,90500.53,90554.47,90464.73,90544.16,1346,1580,0
2026-01-10 01:05:00,90541.3,90576.97,90501.28,90547.53,1338,1580,0
2026-01-10 01:10:00,90547.6,90585.59,90532.06,90570.19,1336,1580,0
2026-01-10 01:15:00,90570.17,90577.08,90534.85,90536.96,1313,1580,0
2026-01-10 01:20:00,90536.9,90593.54,90536.81,90585.54,1308,1652,0
2026-01-10 01:25:00,90585.65,90610.41,90562.49,90579.22,1313,1652,0
2026-01-10 01:30:00,90579.21,90583.95,90506.65,90581.17,1336,1652,0
2026-01-10 01:35:00,90581.05,90596.65,90531.86,90545.38,1313,1652,0
2026-01-10 01:40:00,90545.43,90561.97,90487.5,90553.91,1319,1652,0
2026-01-10 01:45:00,90553.83,90579.74,90520.02,90520.64,1319,1652,0
2026-01-10 01:50:00,90522.12,90537.4,90472.45,90492.12,1310,1652,0
2026-01-10 01:55:00,90491.86,90522.23,90462.5,90514.99,1324,1652,0
2026-01-10 02:00:00,90514.94,90542.7,90485.12,90536.91,1321,1652,0
2026-01-10 02:05:00,90536.75,90567.78,90515.68,90532.11,1347,1702,0
2026-01-10 02:10:00,90532.09,90543.01,90419.82,90419.82,1325,1702,0
2026-01-10 02:15:00,90418.95,90450.66,90399.94,90407.19,1315,1652,0
2026-01-10 02:20:00,90408.22,90444.95,90372.36,90441.78,1341,1702,0
2026-01-10 02:25:00,90442.08,90497.41,90416.26,90486.26,1324,1552,0
2026-01-10 02:30:00,90486.75,90542.58,90473.96,90517.19,1342,1702,0
2026-01-10 02:35:00,90517.29,90531.96,90484.33,90515.66,1335,1702,0
2026-01-10 02:40:00,90515.62,90536.86,90460.32,90485.51,1323,1702,0
2026-01-10 02:45:00,90485.33,90491.72,90430.52,90440.44,1330,1645,0
2026-01-10 02:50:00,90440.52,90470.91,90429.76,90434.4,1280,1645,0
2026-01-10 02:55:00,90434.4,90483.11,90404.09,90468.07,1344,1645,0
2026-01-10 03:00:00,90468.28,90493.7,90457.18,90475.01,1325,1645,0
2026-01-10 03:05:00,90475.01,90530.37,90448.87,90487.55,1330,1645,0
2026-01-10 03:10:00,90487.69,90531.89,90444.73,90523.63,1307,1645,0
2026-01-10 03:15:00,90529.97,90577.89,90507.24,90516.81,1318,1650,0
2026-01-10 03:20:00,90516.84,90564.9,90475.9,90498.24,1314,1645,0
2026-01-10 03:25:00,90498.26,90550.17,90498.23,90543.19,1323,1650,0
2026-01-10 03:30:00,90543.21,90570.42,90523.67,90550.62,1329,1650,0
2026-01-10 03:35:00,90550.54,90589.17,90529.29,90554.94,1336,1650,0
2026-01-10 03:40:00,90554.87,90596.35,90542.4,90581.83,1300,1650,0
2026-01-10 03:45:00,90582.09,90597.79,90576.1,90586.82,1259,1650,0
2026-01-10 03:50:00,90586.54,90613.61,90503.04,90549.65,1303,1650,0
2026-01-10 03:55:00,90549.49,90574.09,90512.64,90561.66,1347,1650,0
2026-01-10 04:00:00,90561.86,90618.69,90555.85,90586.13,1308,1650,0
2026-01-10 04:05:00,90586.16,90596.43,90572.39,90585.62,1247,1650,0
2026-01-10 04:10:00,90585.62,90618.75,90564.89,90601.53,1304,1650,0
2026-01-10 04:15:00,90601.61,90602.4,90541.85,90589.21,1292,1650,0
2026-01-10 04:20:00,90588.63,90656.56,90568.57,90612.07,1337,1650,0
2026-01-10 04:25:00,90612.21,90660.52,90603.57,90650.09,1324,1650,0
2026-01-10 04:30:00,90648.91,90652.52,90598.76,90602.21,1296,1650,0
2026-01-10 04:35:00,90602.13,90607.25,90505.24,90533.5,1299,1650,0
2026-01-10 04:40:00,90533.45,90554.61,90458.37,90483.99,1335,1645,0
2026-01-10 04:45:00,90484.06,90540.95,90468.59,90525.2,1336,1645,0
2026-01-10 04:50:00,90525.5,90545.36,90514.3,90521.11,1350,1650,0
2026-01-10 04:55:00,90521.04,90574.78,90496.19,90555.96,1318,1650,0
2026-01-10 05:00:00,90555.23,90568.09,90495.56,90528.42,1329,1650,0
2026-01-10 05:05:00,90528.82,90528.82,90414.72,90428.38,1323,1645,0
2026-01-10 05:10:00,90428.12,90472.7,90421.04,90438.6,1327,1645,0
2026-01-10 05:15:00,90438.51,90508.1,90423.66,90499.84,1314,1645,0
2026-01-10 05:20:00,90500.05,90509.82,90476.06,90493.04,1305,1650,0
2026-01-10 05:25:00,90492.86,90510.08,90474.77,90496.34,1302,1650,0
2026-01-10 05:30:00,90499.27,90533.45,90463.78,90496.09,1289,1650,0
2026-01-10 05:35:00,90496.69,90509.45,90462.19,90478.64,1314,1645,0
2026-01-10 05:40:00,90478.86,90510.39,90449.4,90463.72,1316,1650,0
2026-01-10 05:45:00,90459.03,90487.09,90439.21,90476.92,1244,1650,0
2026-01-10 05:50:00,90476.21,90514.35,90466.16,90498.76,1213,1645,0
2026-01-10 05:55:00,90498.47,90535.18,90489.85,90498.15,1340,1650,0
2026-01-10 06:00:00,90498.25,90531.11,90457.59,90462.58,1336,1645,0
2026-01-10 06:05:00,90462.86,90462.86,90360.56,90421.6,1337,1645,0
2026-01-10 06:10:00,90422.32,90438.75,90371.65,90398.13,1330,1652,0
2026-01-10 06:15:00,90398.81,90417.9,90363.15,90406.65,1312,1620,0
2026-01-10 06:20:00,90406.78,90444.47,90392.14,90400.5,1315,1645,0
2026-01-10 06:25:00,90400.6,90409.94,90381.87,90409.94,1273,1645,0
2026-01-10 06:30:00,90409.84,90420.8,90374.18,90389.8,1295,1645,0
2026-01-10 06:35:00,90389.8,90404.6,90313.0,90356.23,1326,1645,0
2026-01-10 06:40:00,90357.41,90393.53,90346.53,90380.52,1340,1645,0
2026-01-10 06:45:00,90380.6,90389.16,90338.22,90370.19,1320,1645,0
2026-01-10 06:50:00,90370.87,90394.89,90324.01,90324.06,1338,1650,0
2026-01-10 06:55:00,90324.09,90372.4,90239.16,90326.04,1333,1645,0
2026-01-10 07:00:00,90325.44,90351.85,90281.88,90303.07,1333,1640,0
2026-01-10 07:05:00,90295.36,90371.18,90295.36,90361.92,1321,1645,0
2026-01-10 07:10:00,90361.94,90407.95,90361.94,90404.48,1333,1650,0
2026-01-10 07:15:00,90404.5,90421.23,90387.68,90393.31,1313,1645,0
2026-01-10 07:20:00,90393.47,90430.76,90377.19,90410.97,1286,1645,0
2026-01-10 07:25:00,90410.85,90440.59,90405.97,90436.23,1353,1645,0
2026-01-10 07:30:00,90436.17,90443.48,90381.92,90409.85,1301,1645,0
2026-01-10 07:35:00,90409.9,90462.94,90381.99,90457.34,1322,1645,0
2026-01-10 07:40:00,90457.69,90488.07,90446.69,90460.41,1327,1645,0
2026-01-10 07:45:00,90460.36,90477.85,90441.65,90472.22,1255,1645,0
2026-01-10 07:50:00,90472.13,90489.76,90451.91,90458.81,1300,1645,0
2026-01-10 07:55:00,90458.6,90492.89,90458.6,90465.3,1291,1645,0
2026-01-10 08:00:00,90465.46,90482.62,90460.57,90474.82,1310,1645,0
2026-01-10 08:05:00,90474.39,90481.84,90443.97,90461.03,1322,1645,0
2026-01-10 08:10:00,90461.02,90461.18,90428.8,90441.42,1317,1645,0
2026-01-10 08:15:00,90440.31,90442.55,90333.77,90343.73,1320,1645,0
2026-01-10 08:20:00,90343.43,90361.65,90325.07,90352.28,1341,1652,0
2026-01-10 08:25:00,90353.01,90412.82,90351.99,90408.41,1276,1645,0
2026-01-10 08:30:00,90408.29,90416.51,90365.9,90397.23,1279,1645,0
2026-01-10 08:35:00,90397.03,90427.72,90383.72,90402.28,1285,1645,0
2026-01-10 08:40:00,90402.31,90414.28,90396.12,90412.94,1265,1645,0
2026-01-10 08:45:00,90412.6,90422.62,90386.87,90395.23,1268,1645,0
2026-01-10 08:50:00,90395.4,90425.6,90390.84,90398.57,1302,1645,0
2026-01-10 08:55:00,90398.53,90398.53,90337.78,90364.42,1308,1645,0
2026-01-10 09:00:00,90364.35,90434.52,90358.25,90430.43,1332,1645,0
2026-01-10 09:05:00,90430.16,90449.5,90396.68,90412.29,1343,1645,0
2026-01-10 09:10:00,90412.31,90519.46,90405.22,90465.78,1333,1645,0
2026-01-10 09:15:00,90465.74,90484.08,90417.65,90431.86,1320,1645,0
2026-01-10 09:20:00,90431.79,90447.52,90415.26,90446.41,1258,1645,0
2026-01-10 09:25:00,90446.43,90485.04,90430.06,90484.63,1320,1652,0
2026-01-10 09:30:00,90484.65,90531.02,90429.51,90504.34,1312,1645,0
2026-01-10 09:35:00,90504.28,90555.44,90484.74,90514.54,1330,1650,0
2026-01-10 09:40:00,90514.78,90515.98,90452.61,90477.31,1264,1645,0
2026-01-10 09:45:00,90477.3,90504.98,90467.63,90503.36,1282,1645,0
2026-01-10 09:50:00,90503.41,90533.84,90488.11,90515.57,1318,1650,0
2026-01-10 09:55:00,90515.84,90554.1,90515.71,90534.48,1325,1650,0
2026-01-10 10:00:00,90534.46,90597.96,90516.07,90586.8,1310,1650,0
2026-01-10 10:05:00,90585.48,90629.93,90505.06,90512.16,1316,1650,0
2026-01-10 10:10:00,90512.16,90602.28,90507.0,90565.83,1183,1650,0
2026-01-10 10:15:00,90567.13,90590.22,90474.31,90476.82,1303,1650,0
2026-01-10 10:20:00,90476.78,90592.97,90472.12,90540.84,1325,1650,0
2026-01-10 10:25:00,90540.61,90571.52,90528.15,90558.3,1303,1650,0
2026-01-10 10:30:00,90558.76,90559.98,90500.68,90519.4,1331,1650,0
2026-01-10 10:35:00,90519.48,90544.29,90499.78,90535.55,1325,1650,0
2026-01-10 10:40:00,90535.52,90542.57,90504.34,90508.78,1311,1650,0
2026-01-10 10:45:00,90508.75,90526.5,90482.71,90505.38,1328,1650,0
2026-01-10 10:50:00,90505.56,90528.0,90503.41,90520.53,1350,1650,0
2026-01-10 10:55:00,90520.4,90542.41,90506.69,90537.57,1364,1602,0
2026-01-10 11:00:00,90537.6,90555.07,90491.98,90513.42,1344,1650,0
2026-01-10 11:05:00,90512.81,90592.08,90496.69,90502.04,1324,1650,0
2026-01-10 11:10:00,90502.14,90522.32,90499.41,90512.13,1303,1650,0
2026-01-10 11:15:00,90512.77,90531.48,90508.92,90519.8,1310,1650,0
2026-01-10 11:20:00,90520.26,90558.66,90520.26,90547.48,1338,1650,0
2026-01-10 11:25:00,90546.68,90572.16,90510.9,90548.46,1328,1650,0
2026-01-10 11:30:00,90548.25,90554.52,90480.08,90505.76,1303,1650,0
2026-01-10 11:35:00,90505.79,90616.38,90492.67,90574.69,1362,1650,0
2026-01-10 11:40:00,90573.54,90618.33,90518.17,90551.48,1347,1650,0
2026-01-10 11:45:00,90550.92,90620.64,90528.9,90578.72,1346,1650,0
2026-01-10 11:50:00,90578.85,90623.08,90546.05,90617.2,1339,1650,0
