timestamp,open,high,low,close,volume,spread,real_volume
2025-12-13 13:54:00,90378.27,90379.83,90359.84,90361.62,274,1500,0
2025-12-13 13:55:00,90361.75,90369.25,90354.22,90362.25,266,1500,0
2025-12-13 13:56:00,90361.91,90366.11,90358.21,90358.76,261,1500,0
2025-12-13 13:57:00,90358.87,90363.24,90342.49,90350.07,264,1500,0
2025-12-13 13:58:00,90349.54,90357.64,90326.6,90342.17,265,1500,0
2025-12-13 13:59:00,90342.28,90355.95,90333.89,90350.04,267,1500,0
2025-12-13 14:00:00,90349.46,90380.06,90344.13,90370.24,267,1500,0
2025-12-13 14:01:00,90374.42,90392.83,90368.89,90382.14,267,1500,0
2025-12-13 14:02:00,90382.11,90388.38,90375.28,90376.08,263,1500,0
2025-12-13 14:03:00,90376.18,90376.63,90332.14,90358.03,267,1500,0
2025-12-13 14:04:00,90357.23,90410.04,90349.58,90402.02,274,1500,0
2025-12-13 14:05:00,90402.67,90418.38,90395.11,90416.52,263,1500,0
2025-12-13 14:06:00,90416.32,90426.04,90401.34,90420.74,271,1500,0
2025-12-13 14:07:00,90419.68,90466.89,90412.83,90457.74,260,1500,0
2025-12-13 14:08:00,90458.39,90464.52,90451.64,90463.57,269,1500,0
2025-12-13 14:09:00,90463.09,90471.98,90456.19,90461.01,264,1500,0
2025-12-13 14:10:00,90461.1,90496.66,90436.41,90492.15,271,1500,0
2025-12-13 14:11:00,90492.34,90500.66,90475.85,90482.54,266,1500,0
2025-12-13 14:12:00,90483.42,90497.81,90476.61,90490.72,269,1500,0
2025-12-13 14:13:00,90490.23,90496.06,90433.18,90438.27,269,1500,0
2025-12-13 14:14:00,90438.35,90442.91,90429.02,90440.34,262,1500,0
2025-12-13 14:15:00,90446.93,90447.3,90401.78,90422.44,260,1500,0
2025-12-13 14:16:00,90421.79,90436.14,90413.01,90413.01,274,1500,0
2025-12-13 14:17:00,90412.92,90417.76,90382.49,90398.56,270,1500,0
2025-12-13 14:18:00,90398.08,90439.13,90398.08,90432.34,269,1500,0
2025-12-13 14:19:00,90432.42,90442.22,90408.41,90432.19,265,1500,0
2025-12-13 14:20:00,90432.24,90434.72,90422.5,90429.47,271,1500,0
2025-12-13 14:21:00,90428.69,90433.8,90357.78,90358.28,268,1500,0
2025-12-13 14:22:00,90358.41,90404.39,90315.17,90342.87,272,1500,0
2025-12-13 14:23:00,90349.61,90385.22,90345.2,90381.21,273,1500,0
2025-12-13 14:24:00,90381.23,90395.4,90372.49,90392.33,266,1500,0
2025-12-13 14:25:00,90392.28,90404.53,90387.49,90390.04,273,1500,0
